ScripNo,underlyingScripNo,Instrument,symbol,tradeSymbol,MLot,expiryDate,StrikePrice,OptType
35275,25,OPTSTK,ADANIENT,ADANIENT17MAR107.5CE,8000,2017-03-30,107,CE
35276,25,OPTSTK,ADANIENT,ADANIENT17MAR107.5PE,8000,2017-03-30,107,PE
35277,15083,OPTSTK,ADANIPORTS,ADANIPORTS17MAR390CE,2500,2017-03-30,390,CE
35278,15083,OPTSTK,ADANIPORTS,ADANIPORTS17MAR390PE,2500,2017-03-30,390,PE
35279,26028,OPTIDX,S&P500,S&P50017MAR2385CE,250,2017-03-17,2385,CE
35280,26028,OPTIDX,S&P500,S&P50017MAR2385PE,250,2017-03-17,2385,PE
35281,8124,OPTSTK,AJANTPHARM,AJANTPHARM17MAR2600CE,400,2017-03-30,2600,CE
35282,8124,OPTSTK,AJANTPHARM,AJANTPHARM17MAR2600PE,400,2017-03-30,2600,PE
35283,157,OPTSTK,APOLLOHOSP,APOLLOHOSP17MAR1580CE,400,2017-03-30,1580,CE
35284,157,OPTSTK,APOLLOHOSP,APOLLOHOSP17MAR1580PE,400,2017-03-30,1580,PE
35285,26028,OPTIDX,S&P500,S&P50017MAR2395CE,250,2017-03-17,2395,CE
35286,26028,OPTIDX,S&P500,S&P50017MAR2395PE,250,2017-03-17,2395,PE
35287,193,OPTSTK,ARVIND,ARVIND17MAR480CE,2000,2017-03-30,480,CE
35288,26028,OPTIDX,S&P500,S&P50017APR2375CE,250,2017-04-21,2375,CE
35289,26028,OPTIDX,S&P500,S&P50017APR2375PE,250,2017-04-21,2375,PE
35290,193,OPTSTK,ARVIND,ARVIND17MAR480PE,2000,2017-03-30,480,PE
35291,193,OPTSTK,ARVIND,ARVIND17MAR490CE,2000,2017-03-30,490,CE
35292,193,OPTSTK,ARVIND,ARVIND17MAR490PE,2000,2017-03-30,490,PE
35293,236,OPTSTK,ASIANPAINT,ASIANPAINT17MAR1260CE,600,2017-03-30,1260,CE
35294,236,OPTSTK,ASIANPAINT,ASIANPAINT17MAR1260PE,600,2017-03-30,1260,PE
35295,910,OPTSTK,EICHERMOT,EICHERMOT17FEB19200CE,25,2017-02-23,19200,CE
35296,910,OPTSTK,EICHERMOT,EICHERMOT17FEB19200PE,25,2017-02-23,19200,PE
35297,910,OPTSTK,EICHERMOT,EICHERMOT17FEB19250CE,25,2017-02-23,19250,CE
35298,910,OPTSTK,EICHERMOT,EICHERMOT17FEB19250PE,25,2017-02-23,19250,PE
35299,910,OPTSTK,EICHERMOT,EICHERMOT17FEB19300CE,25,2017-02-23,19300,CE
35300,910,OPTSTK,EICHERMOT,EICHERMOT17FEB19300PE,25,2017-02-23,19300,PE
35301,275,OPTSTK,AUROPHARMA,AUROPHARMA17MAR940CE,700,2017-03-30,940,CE
35302,275,OPTSTK,AUROPHARMA,AUROPHARMA17MAR940PE,700,2017-03-30,940,PE
35303,5900,OPTSTK,AXISBANK,AXISBANK17MAR650CE,1200,2017-03-30,650,CE
35304,5900,OPTSTK,AXISBANK,AXISBANK17MAR650PE,1200,2017-03-30,650,PE
35305,26028,OPTIDX,S&P500,S&P50017APR2385CE,250,2017-04-21,2385,CE
35306,676,OPTSTK,EXIDEIND,EXIDEIND17FEB255CE,4000,2017-02-23,255,CE
35307,676,OPTSTK,EXIDEIND,EXIDEIND17FEB255PE,4000,2017-02-23,255,PE
35308,26028,OPTIDX,S&P500,S&P50017APR2385PE,250,2017-04-21,2385,PE
35309,26028,OPTIDX,S&P500,S&P50017APR2395CE,250,2017-04-21,2395,CE
35310,26028,OPTIDX,S&P500,S&P50017APR2395PE,250,2017-04-21,2395,PE
35311,26028,OPTIDX,S&P500,S&P50017JUN2385CE,250,2017-06-16,2385,CE
35312,26028,OPTIDX,S&P500,S&P50017JUN2385PE,250,2017-06-16,2385,PE
35313,26028,OPTIDX,S&P500,S&P50017JUN2395CE,250,2017-06-16,2395,CE
35314,26028,OPTIDX,S&P500,S&P50017JUN2395PE,250,2017-06-16,2395,PE
35315,26028,OPTIDX,S&P500,S&P50017SEP2385CE,250,2017-09-15,2385,CE
35316,26028,OPTIDX,S&P500,S&P50017SEP2385PE,250,2017-09-15,2385,PE
35317,1023,OPTSTK,FEDERALBNK,FEDERALBNK17FEB100CE,11000,2017-02-23,100,CE
35318,1023,OPTSTK,FEDERALBNK,FEDERALBNK17FEB100PE,11000,2017-02-23,100,PE
35319,26028,OPTIDX,S&P500,S&P50017SEP2395CE,250,2017-09-15,2395,CE
35320,26028,OPTIDX,S&P500,S&P50017SEP2395PE,250,2017-09-15,2395,PE
35321,26028,OPTIDX,S&P500,S&P50017DEC2385CE,250,2017-12-15,2385,CE
35322,26028,OPTIDX,S&P500,S&P50017DEC2385PE,250,2017-12-15,2385,PE
35323,4717,OPTSTK,GAIL,GAIL17FEB570CE,1500,2017-02-23,570,CE
35324,26028,OPTIDX,S&P500,S&P50017DEC2395CE,250,2017-12-15,2395,CE
35325,26028,OPTIDX,S&P500,S&P50017DEC2395PE,250,2017-12-15,2395,PE
35326,4717,OPTSTK,GAIL,GAIL17FEB570PE,1500,2017-02-23,570,PE
35327,4717,OPTSTK,GAIL,GAIL17FEB580CE,1500,2017-02-23,580,CE
35328,4717,OPTSTK,GAIL,GAIL17FEB580PE,1500,2017-02-23,580,PE
35329,7406,OPTSTK,GLENMARK,GLENMARK17FEB1260CE,700,2017-02-23,1260,CE
35330,7406,OPTSTK,GLENMARK,GLENMARK17FEB1260PE,700,2017-02-23,1260,PE
35331,13528,OPTSTK,GMRINFRA,GMRINFRA17FEB37.5CE,45000,2017-02-23,37,CE
35332,13528,OPTSTK,GMRINFRA,GMRINFRA17FEB37.5PE,45000,2017-02-23,37,PE
35333,11872,OPTSTK,GRANULES,GRANULES17FEB157.5CE,5000,2017-02-23,157,CE
35334,11872,OPTSTK,GRANULES,GRANULES17FEB157.5PE,5000,2017-02-23,157,PE
35335,1232,OPTSTK,GRASIM,GRASIM17FEB1020CE,750,2017-02-23,1020,CE
35336,1232,OPTSTK,GRASIM,GRASIM17FEB1020PE,750,2017-02-23,1020,PE
35337,4668,OPTSTK,BANKBARODA,BANKBARODA17MAR225CE,3500,2017-03-30,225,CE
35338,4668,OPTSTK,BANKBARODA,BANKBARODA17MAR225PE,3500,2017-03-30,225,PE
35339,22,OPTSTK,ACC,ACC17FEB1820CE,400,2017-02-23,1820,CE
35340,22,OPTSTK,ACC,ACC17FEB1820PE,400,2017-02-23,1820,PE
35341,22,OPTSTK,ACC,ACC17FEB1840CE,400,2017-02-23,1840,CE
35342,22,OPTSTK,ACC,ACC17FEB1840PE,400,2017-02-23,1840,PE
35343,7229,OPTSTK,HCLTECH,HCLTECH17FEB1100CE,700,2017-02-23,1100,CE
35344,7229,OPTSTK,HCLTECH,HCLTECH17FEB1100PE,700,2017-02-23,1100,PE
35345,7229,OPTSTK,HCLTECH,HCLTECH17FEB1120CE,700,2017-02-23,1120,CE
35346,383,OPTSTK,BEL,BEL17FEB2000CE,450,2017-02-23,2000,CE
35347,383,OPTSTK,BEL,BEL17FEB2000PE,450,2017-02-23,2000,PE
35348,7229,OPTSTK,HCLTECH,HCLTECH17FEB1120PE,700,2017-02-23,1120,PE
35349,1330,OPTSTK,HDFC,HDFC17FEB1640CE,500,2017-02-23,1640,CE
35350,22,OPTSTK,ACC,ACC17MAR1820CE,400,2017-03-30,1820,CE
35351,22,OPTSTK,ACC,ACC17MAR1820PE,400,2017-03-30,1820,PE
35352,1330,OPTSTK,HDFC,HDFC17FEB1640PE,500,2017-02-23,1640,PE
35353,22,OPTSTK,ACC,ACC17MAR1840CE,400,2017-03-30,1840,CE
35354,22,OPTSTK,ACC,ACC17MAR1840PE,400,2017-03-30,1840,PE
35355,22,OPTSTK,ACC,ACC17APR1820CE,400,2017-04-27,1820,CE
35356,22,OPTSTK,ACC,ACC17APR1820PE,400,2017-04-27,1820,PE
35357,1333,OPTSTK,HDFCBANK,HDFCBANK17FEB1580CE,500,2017-02-23,1580,CE
35358,1333,OPTSTK,HDFCBANK,HDFCBANK17FEB1580PE,500,2017-02-23,1580,PE
35359,10734,OPTSTK,HEXAWARE,HEXAWARE17FEB275CE,3000,2017-02-23,275,CE
35360,383,OPTSTK,BEL,BEL17MAR2000CE,450,2017-03-30,2000,CE
35361,383,OPTSTK,BEL,BEL17MAR2000PE,450,2017-03-30,2000,PE
35362,22,OPTSTK,ACC,ACC17APR1840CE,400,2017-04-27,1840,CE
35363,22,OPTSTK,ACC,ACC17APR1840PE,400,2017-04-27,1840,PE
35364,10734,OPTSTK,HEXAWARE,HEXAWARE17FEB275PE,3000,2017-02-23,275,PE
35365,10734,OPTSTK,HEXAWARE,HEXAWARE17FEB280CE,3000,2017-02-23,280,CE
35366,395,OPTSTK,BEML,BEML17FEB1400CE,600,2017-02-23,1400,CE
35367,395,OPTSTK,BEML,BEML17FEB1400PE,600,2017-02-23,1400,PE
35368,395,OPTSTK,BEML,BEML17MAR1400CE,600,2017-03-30,1400,CE
35369,395,OPTSTK,BEML,BEML17MAR1400PE,600,2017-03-30,1400,PE
35370,10734,OPTSTK,HEXAWARE,HEXAWARE17FEB280PE,3000,2017-02-23,280,PE
35371,10734,OPTSTK,HEXAWARE,HEXAWARE17FEB285CE,3000,2017-02-23,285,CE
35372,25,OPTSTK,ADANIENT,ADANIENT17FEB112.5CE,8000,2017-02-23,112,CE
35373,25,OPTSTK,ADANIENT,ADANIENT17FEB112.5PE,8000,2017-02-23,112,PE
35374,25,OPTSTK,ADANIENT,ADANIENT17FEB115CE,8000,2017-02-23,115,CE
35375,25,OPTSTK,ADANIENT,ADANIENT17FEB115PE,8000,2017-02-23,115,PE
35376,10734,OPTSTK,HEXAWARE,HEXAWARE17FEB285PE,3000,2017-02-23,285,PE
35377,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR300CE,1000,2017-03-30,300,CE
35378,19513,OPTSTK,BHARATFIN,BHARATFIN17MAR300PE,1000,2017-03-30,300,PE
35379,25,OPTSTK,ADANIENT,ADANIENT17FEB117.5CE,8000,2017-02-23,117,CE
35380,25,OPTSTK,ADANIENT,ADANIENT17FEB117.5PE,8000,2017-02-23,117,PE
35381,25,OPTSTK,ADANIENT,ADANIENT17FEB120CE,8000,2017-02-23,120,CE
35382,25,OPTSTK,ADANIENT,ADANIENT17FEB120PE,8000,2017-02-23,120,PE
35383,1406,OPTSTK,HINDPETRO,HINDPETRO17FEB620CE,2100,2017-02-23,620,CE
35384,1406,OPTSTK,HINDPETRO,HINDPETRO17FEB620PE,2100,2017-02-23,620,PE
35385,1394,OPTSTK,HINDUNILVR,HINDUNILVR17FEB1240CE,600,2017-02-23,1240,CE
35386,1394,OPTSTK,HINDUNILVR,HINDUNILVR17FEB1240PE,600,2017-02-23,1240,PE
35387,14450,OPTSTK,IBREALEST,IBREALEST17FEB120CE,10000,2017-02-23,120,CE
35388,14450,OPTSTK,IBREALEST,IBREALEST17FEB120PE,10000,2017-02-23,120,PE
35389,30125,OPTSTK,IBULHSGFIN,IBULHSGFIN17FEB1020CE,800,2017-02-23,1020,CE
35390,30125,OPTSTK,IBULHSGFIN,IBULHSGFIN17FEB1020PE,800,2017-02-23,1020,PE
35391,11987,OPTSTK,ICIL,ICIL17FEB220CE,3500,2017-02-23,220,CE
35392,11987,OPTSTK,ICIL,ICIL17FEB220PE,3500,2017-02-23,220,PE
35393,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR450CE,1700,2017-03-30,450,CE
35394,10604,OPTSTK,BHARTIARTL,BHARTIARTL17MAR450PE,1700,2017-03-30,450,PE
35395,25,OPTSTK,ADANIENT,ADANIENT17FEB122.5CE,8000,2017-02-23,122,CE
35396,25,OPTSTK,ADANIENT,ADANIENT17FEB122.5PE,8000,2017-02-23,122,PE
35397,25,OPTSTK,ADANIENT,ADANIENT17MAR112.5CE,8000,2017-03-30,112,CE
35398,25,OPTSTK,ADANIENT,ADANIENT17MAR112.5PE,8000,2017-03-30,112,PE
35399,25,OPTSTK,ADANIENT,ADANIENT17MAR115CE,8000,2017-03-30,115,CE
35400,25,OPTSTK,ADANIENT,ADANIENT17MAR115PE,8000,2017-03-30,115,PE
35401,25,OPTSTK,ADANIENT,ADANIENT17MAR117.5CE,8000,2017-03-30,117,CE
35402,25,OPTSTK,ADANIENT,ADANIENT17MAR117.5PE,8000,2017-03-30,117,PE
35403,11987,OPTSTK,ICIL,ICIL17FEB225CE,3500,2017-02-23,225,CE
35404,11987,OPTSTK,ICIL,ICIL17FEB225PE,3500,2017-02-23,225,PE
35405,25,OPTSTK,ADANIENT,ADANIENT17MAR120CE,8000,2017-03-30,120,CE
35406,25,OPTSTK,ADANIENT,ADANIENT17MAR120PE,8000,2017-03-30,120,PE
35407,25,OPTSTK,ADANIENT,ADANIENT17MAR122.5CE,8000,2017-03-30,122,CE
35408,25,OPTSTK,ADANIENT,ADANIENT17MAR122.5PE,8000,2017-03-30,122,PE
35409,2181,OPTSTK,BOSCHLTD,BOSCHLTD17FEB21950CE,25,2017-02-23,21950,CE
35410,2181,OPTSTK,BOSCHLTD,BOSCHLTD17FEB21950PE,25,2017-02-23,21950,PE
35411,25,OPTSTK,ADANIENT,ADANIENT17APR112.5CE,8000,2017-04-27,112,CE
35412,25,OPTSTK,ADANIENT,ADANIENT17APR112.5PE,8000,2017-04-27,112,PE
35413,11957,OPTSTK,IDFC,IDFC17FEB82.5CE,13200,2017-02-23,82,CE
35414,11957,OPTSTK,IDFC,IDFC17FEB82.5PE,13200,2017-02-23,82,PE
35415,11184,OPTSTK,IDFCBANK,IDFCBANK17FEB105CE,8000,2017-02-23,105,CE
35416,11184,OPTSTK,IDFCBANK,IDFCBANK17FEB105PE,8000,2017-02-23,105,PE
35417,1515,OPTSTK,INDIACEM,INDIACEM17FEB180CE,3500,2017-02-23,180,CE
35418,1515,OPTSTK,INDIACEM,INDIACEM17FEB180PE,3500,2017-02-23,180,PE
35419,5258,OPTSTK,INDUSINDBK,INDUSINDBK17FEB1460CE,600,2017-02-23,1460,CE
35420,5258,OPTSTK,INDUSINDBK,INDUSINDBK17FEB1460PE,600,2017-02-23,1460,PE
35421,5258,OPTSTK,INDUSINDBK,INDUSINDBK17FEB1480CE,600,2017-02-23,1480,CE
35422,5258,OPTSTK,INDUSINDBK,INDUSINDBK17FEB1480PE,600,2017-02-23,1480,PE
35423,1594,OPTSTK,INFY,INFY17FEB1360CE,500,2017-02-23,1360,CE
35424,1594,OPTSTK,INFY,INFY17FEB1360PE,500,2017-02-23,1360,PE
35425,1594,OPTSTK,INFY,INFY17FEB1380CE,500,2017-02-23,1380,CE
35426,1594,OPTSTK,INFY,INFY17FEB1380PE,500,2017-02-23,1380,PE
35427,1660,OPTSTK,ITC,ITC17FEB330CE,2400,2017-02-23,330,CE
35428,1660,OPTSTK,ITC,ITC17FEB330PE,2400,2017-02-23,330,PE
35429,2181,OPTSTK,BOSCHLTD,BOSCHLTD17FEB22000CE,25,2017-02-23,22000,CE
35430,25,OPTSTK,ADANIENT,ADANIENT17APR115CE,8000,2017-04-27,115,CE
35431,25,OPTSTK,ADANIENT,ADANIENT17APR115PE,8000,2017-04-27,115,PE
35432,2181,OPTSTK,BOSCHLTD,BOSCHLTD17FEB22000PE,25,2017-02-23,22000,PE
35433,11709,OPTSTK,JETAIRWAYS,JETAIRWAYS17FEB620CE,1000,2017-02-23,620,CE
35434,11709,OPTSTK,JETAIRWAYS,JETAIRWAYS17FEB620PE,1000,2017-02-23,620,PE
35435,17869,OPTSTK,JSWENERGY,JSWENERGY17FEB92.5CE,8000,2017-02-23,92,CE
35436,25,OPTSTK,ADANIENT,ADANIENT17APR117.5CE,8000,2017-04-27,117,CE
35437,25,OPTSTK,ADANIENT,ADANIENT17APR117.5PE,8000,2017-04-27,117,PE
35438,17869,OPTSTK,JSWENERGY,JSWENERGY17FEB92.5PE,8000,2017-02-23,92,PE
35439,11723,OPTSTK,JSWSTEEL,JSWSTEEL17FEB235CE,3000,2017-02-23,235,CE
35440,11723,OPTSTK,JSWSTEEL,JSWSTEEL17FEB235PE,3000,2017-02-23,235,PE
35441,18096,OPTSTK,JUBLFOOD,JUBLFOOD17FEB1400CE,500,2017-02-23,1400,CE
35442,18096,OPTSTK,JUBLFOOD,JUBLFOOD17FEB1400PE,500,2017-02-23,1400,PE
35443,1922,OPTSTK,KOTAKBANK,KOTAKBANK17FEB950CE,800,2017-02-23,950,CE
35444,1922,OPTSTK,KOTAKBANK,KOTAKBANK17FEB950PE,800,2017-02-23,950,PE
35445,6994,OPTSTK,KPIT,KPIT17FEB190CE,4000,2017-02-23,190,CE
35446,2181,OPTSTK,BOSCHLTD,BOSCHLTD17FEB22050CE,25,2017-02-23,22050,CE
35447,2181,OPTSTK,BOSCHLTD,BOSCHLTD17FEB22050PE,25,2017-02-23,22050,PE
35448,6994,OPTSTK,KPIT,KPIT17FEB190PE,4000,2017-02-23,190,PE
35449,8054,OPTSTK,KTKBANK,KTKBANK17FEB175CE,7375,2017-02-23,175,CE
35450,8054,OPTSTK,KTKBANK,KTKBANK17FEB175PE,7375,2017-02-23,175,PE
35451,25,OPTSTK,ADANIENT,ADANIENT17APR120CE,8000,2017-04-27,120,CE
35452,25,OPTSTK,ADANIENT,ADANIENT17APR120PE,8000,2017-04-27,120,PE
35453,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21700CE,25,2017-03-30,21700,CE
35454,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21700PE,25,2017-03-30,21700,PE
35455,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21750CE,25,2017-03-30,21750,CE
35456,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21750PE,25,2017-03-30,21750,PE
35457,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21800CE,25,2017-03-30,21800,CE
35458,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21800PE,25,2017-03-30,21800,PE
35459,24948,OPTSTK,L&TFH,L&TFH17FEB125CE,9000,2017-02-23,125,CE
35460,24948,OPTSTK,L&TFH,L&TFH17FEB125PE,9000,2017-02-23,125,PE
35461,24948,OPTSTK,L&TFH,L&TFH17FEB127.5CE,9000,2017-02-23,127,CE
35462,24948,OPTSTK,L&TFH,L&TFH17FEB127.5PE,9000,2017-02-23,127,PE
35463,1997,OPTSTK,LICHSGFIN,LICHSGFIN17FEB730CE,1100,2017-02-23,730,CE
35464,1997,OPTSTK,LICHSGFIN,LICHSGFIN17FEB730PE,1100,2017-02-23,730,PE
35465,1997,OPTSTK,LICHSGFIN,LICHSGFIN17FEB740CE,1100,2017-02-23,740,CE
35466,1997,OPTSTK,LICHSGFIN,LICHSGFIN17FEB740PE,1100,2017-02-23,740,PE
35467,11483,OPTSTK,LT,LT17FEB1760CE,500,2017-02-23,1760,CE
35468,11483,OPTSTK,LT,LT17FEB1760PE,500,2017-02-23,1760,PE
35469,11483,OPTSTK,LT,LT17FEB1780CE,500,2017-02-23,1780,CE
35470,11483,OPTSTK,LT,LT17FEB1780PE,500,2017-02-23,1780,PE
35471,10440,OPTSTK,LUPIN,LUPIN17FEB2200CE,400,2017-02-23,2200,CE
35472,10440,OPTSTK,LUPIN,LUPIN17FEB2200PE,400,2017-02-23,2200,PE
35473,2031,OPTSTK,M&M,M&M17FEB1580CE,500,2017-02-23,1580,CE
35474,2031,OPTSTK,M&M,M&M17FEB1580PE,500,2017-02-23,1580,PE
35475,13285,OPTSTK,M&MFIN,M&MFIN17FEB430CE,2500,2017-02-23,430,CE
35476,13285,OPTSTK,M&MFIN,M&MFIN17FEB430PE,2500,2017-02-23,430,PE
35477,4067,OPTSTK,MARICO,MARICO17FEB355CE,2600,2017-02-23,355,CE
35478,4067,OPTSTK,MARICO,MARICO17FEB355PE,2600,2017-02-23,355,PE
35479,11943,OPTSTK,MCLEODRUSS,MCLEODRUSS17FEB230CE,3000,2017-02-23,230,CE
35480,11943,OPTSTK,MCLEODRUSS,MCLEODRUSS17FEB230PE,3000,2017-02-23,230,PE
35481,25,OPTSTK,ADANIENT,ADANIENT17APR122.5CE,8000,2017-04-27,122,CE
35482,25,OPTSTK,ADANIENT,ADANIENT17APR122.5PE,8000,2017-04-27,122,PE
35483,17388,OPTSTK,ADANIPOWER,ADANIPOWER17APR62.5CE,20000,2017-04-27,62,CE
35484,17388,OPTSTK,ADANIPOWER,ADANIPOWER17APR62.5PE,20000,2017-04-27,62,PE
35485,14356,OPTSTK,MINDTREE,MINDTREE17FEB670CE,1200,2017-02-23,670,CE
35486,14356,OPTSTK,MINDTREE,MINDTREE17FEB670PE,1200,2017-02-23,670,PE
35487,14356,OPTSTK,MINDTREE,MINDTREE17FEB680CE,1200,2017-02-23,680,CE
35488,14356,OPTSTK,MINDTREE,MINDTREE17FEB680PE,1200,2017-02-23,680,PE
35489,2277,OPTSTK,MRF,MRF17FEB48250CE,15,2017-02-23,48250,CE
35490,2277,OPTSTK,MRF,MRF17FEB48250PE,15,2017-02-23,48250,PE
35491,2319,OPTSTK,NCC,NCC17FEB110CE,8000,2017-02-23,110,CE
35492,2319,OPTSTK,NCC,NCC17FEB110PE,8000,2017-02-23,110,PE
35493,2319,OPTSTK,NCC,NCC17FEB112.5CE,8000,2017-02-23,112,CE
35494,2319,OPTSTK,NCC,NCC17FEB112.5PE,8000,2017-02-23,112,PE
35495,8124,OPTSTK,AJANTPHARM,AJANTPHARM17APR2550CE,400,2017-04-27,2550,CE
35496,8124,OPTSTK,AJANTPHARM,AJANTPHARM17APR2550PE,400,2017-04-27,2550,PE
35497,11543,OPTSTK,NIITTECH,NIITTECH17FEB590CE,1500,2017-02-23,590,CE
35498,11543,OPTSTK,NIITTECH,NIITTECH17FEB590PE,1500,2017-02-23,590,PE
35499,11543,OPTSTK,NIITTECH,NIITTECH17FEB600CE,1500,2017-02-23,600,CE
35500,11543,OPTSTK,NIITTECH,NIITTECH17FEB600PE,1500,2017-02-23,600,PE
35501,15332,OPTSTK,NMDC,NMDC17FEB167.5CE,6000,2017-02-23,167,CE
35502,15332,OPTSTK,NMDC,NMDC17FEB167.5PE,6000,2017-02-23,167,PE
35503,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21850CE,25,2017-03-30,21850,CE
35504,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21850PE,25,2017-03-30,21850,PE
35505,100,OPTSTK,AMARAJABAT,AMARAJABAT17APR1260CE,600,2017-04-27,1260,CE
35506,100,OPTSTK,AMARAJABAT,AMARAJABAT17APR1260PE,600,2017-04-27,1260,PE
35507,11630,OPTSTK,NTPC,NTPC17FEB210CE,4000,2017-02-23,210,CE
35508,11630,OPTSTK,NTPC,NTPC17FEB210PE,4000,2017-02-23,210,PE
35509,11630,OPTSTK,NTPC,NTPC17FEB212.5CE,4000,2017-02-23,212,CE
35510,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21900CE,25,2017-03-30,21900,CE
35511,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21900PE,25,2017-03-30,21900,PE
35512,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21950CE,25,2017-03-30,21950,CE
35513,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR21950PE,25,2017-03-30,21950,PE
35514,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR22000CE,25,2017-03-30,22000,CE
35515,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR22000PE,25,2017-03-30,22000,PE
35516,11630,OPTSTK,NTPC,NTPC17FEB212.5PE,4000,2017-02-23,212,PE
35517,10738,OPTSTK,OFSS,OFSS17FEB4000CE,150,2017-02-23,4000,CE
35518,10738,OPTSTK,OFSS,OFSS17FEB4000PE,150,2017-02-23,4000,PE
35519,10738,OPTSTK,OFSS,OFSS17FEB4050CE,150,2017-02-23,4050,CE
35520,10738,OPTSTK,OFSS,OFSS17FEB4050PE,150,2017-02-23,4050,PE
35521,14413,OPTSTK,PAGEIND,PAGEIND17FEB13550CE,50,2017-02-23,13550,CE
35522,14413,OPTSTK,PAGEIND,PAGEIND17FEB13550PE,50,2017-02-23,13550,PE
35523,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR22050CE,25,2017-03-30,22050,CE
35524,2181,OPTSTK,BOSCHLTD,BOSCHLTD17MAR22050PE,25,2017-03-30,22050,PE
35525,7929,OPTSTK,CADILAHC,CADILAHC17MAR520CE,1600,2017-03-30,520,CE
35526,7929,OPTSTK,CADILAHC,CADILAHC17MAR520PE,1600,2017-03-30,520,PE
35527,4749,OPTSTK,CONCOR,CONCOR17MAR1520CE,500,2017-03-30,1520,CE
35528,4749,OPTSTK,CONCOR,CONCOR17MAR1520PE,500,2017-03-30,1520,PE
35529,760,OPTSTK,CROMPGREAV,CROMPGREAV17MAR85CE,12000,2017-03-30,85,CE
35530,29124,OPTSTK,PCJEWELLER,PCJEWELLER17FEB160CE,1500,2017-02-23,160,CE
35531,29124,OPTSTK,PCJEWELLER,PCJEWELLER17FEB160PE,1500,2017-02-23,160,PE
35532,760,OPTSTK,CROMPGREAV,CROMPGREAV17MAR85PE,12000,2017-03-30,85,PE
35533,1901,OPTSTK,CUMMINSIND,CUMMINSIND17MAR1140CE,600,2017-03-30,1140,CE
35534,1901,OPTSTK,CUMMINSIND,CUMMINSIND17MAR1140PE,600,2017-03-30,1140,PE
35535,772,OPTSTK,DABUR,DABUR17MAR380CE,2500,2017-03-30,380,CE
35536,772,OPTSTK,DABUR,DABUR17MAR380PE,2500,2017-03-30,380,PE
35537,842,OPTSTK,DHFL,DHFL17MAR140CE,3000,2017-03-30,140,CE
35538,842,OPTSTK,DHFL,DHFL17MAR140PE,3000,2017-03-30,140,PE
35539,14537,OPTSTK,DISHTV,DISHTV17MAR120CE,7000,2017-03-30,120,CE
35540,14537,OPTSTK,DISHTV,DISHTV17MAR120PE,7000,2017-03-30,120,PE
35541,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22550CE,25,2017-03-30,22550,CE
35542,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22550PE,25,2017-03-30,22550,PE
35543,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22600CE,25,2017-03-30,22600,CE
35544,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22600PE,25,2017-03-30,22600,PE
35545,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22650CE,25,2017-03-30,22650,CE
35546,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22650PE,25,2017-03-30,22650,PE
35547,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22700CE,25,2017-03-30,22700,CE
35548,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22700PE,25,2017-03-30,22700,PE
35549,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22750CE,25,2017-03-30,22750,CE
35550,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22750PE,25,2017-03-30,22750,PE
35551,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22800CE,25,2017-03-30,22800,CE
35552,910,OPTSTK,EICHERMOT,EICHERMOT17MAR22800PE,25,2017-03-30,22800,PE
35553,4907,OPTSTK,ENGINERSIN,ENGINERSIN17MAR90CE,7000,2017-03-30,90,CE
35554,4907,OPTSTK,ENGINERSIN,ENGINERSIN17MAR90PE,7000,2017-03-30,90,PE
35555,1270,OPTSTK,AMBUJACEM,AMBUJACEM17MAR315CE,2500,2017-03-30,315,CE
35556,1270,OPTSTK,AMBUJACEM,AMBUJACEM17MAR315PE,2500,2017-03-30,315,PE
35557,4907,OPTSTK,ENGINERSIN,ENGINERSIN17MAR95CE,7000,2017-03-30,95,CE
35558,4907,OPTSTK,ENGINERSIN,ENGINERSIN17MAR95PE,7000,2017-03-30,95,PE
